,Unnamed: 0,datesql,Animal_ID,Group_ID,Lactation_Num,DIM,AnimalStatus,Gynecology_Status,Yield(gr),ProdRate(gr/hr),Fat(%),Avg_Fat(%),Protein(%),Avg_Protein(%),Lactose,Avg_Lactose(%),Conductivity,Avg_Conductivity,Milking_Time(seconds),Avg_Milking_Time(seconds),Activity(steps/hr),ActivityDeviation(%),RestBout(#),RestPerBout(min),RestRatio(%),RestRestlessness,RestTime(min),Weight(gr),monetary_worth
295610,421758,2018-11-22,1476397146,97,1,358,Milk,Not for Insemination,20633.0,859.0,4.83,4.86,3.52,3.51,4.8,4.75,10.4,9.0,217.0,164.0,522.0,106.0,8.0,57.0,32.0,100.0,454.0,0.0,5041.254399377752
295612,421760,2018-11-22,1476397148,97,1,520,Milk,Not for Insemination,22296.0,929.0,4.32,4.38,3.26,3.33,4.52,4.54,10.5,10.1,153.0,150.0,214.0,25.0,11.0,74.0,58.0,25.0,811.0,0.0,7628.568592489116
295614,421762,2018-11-22,1476397150,97,1,448,Milk,Not for Insemination,22360.0,931.0,4.49,4.4,3.3,3.22,4.73,4.86,8.9,8.7,140.0,138.0,204.0,19.0,11.0,69.0,53.0,30.0,757.0,0.0,5846.1636390266885
295616,421764,2018-11-22,1476397152,97,1,403,Milk,Not for Insemination,26101.0,1087.0,4.08,4.48,3.36,3.43,4.72,4.72,8.8,8.4,206.0,155.0,171.0,-18.0,14.0,53.0,52.0,29.0,742.0,0.0,6619.421617377173
295618,421766,2018-11-22,1476397154,97,4,163,Milk,Insemination,25361.0,1056.0,1.4,1.73,2.15,1.8,2.96,2.65,15.1,14.1,363.0,215.0,177.0,21.0,16.0,54.0,60.0,20.0,859.0,0.0,5021.897578563603
295619,421768,2018-11-22,1476397156,97,2,211,Milk,Not for Insemination,22832.0,951.0,4.38,4.54,3.51,3.54,4.67,4.59,8.7,8.2,171.0,167.0,160.0,3.0,5.0,112.0,39.0,34.0,559.0,0.0,5486.873055721968
295620,421769,2018-11-22,1476397158,97,1,308,Milk,Not for Insemination,23024.0,959.0,4.47,4.35,3.07,3.12,4.94,4.86,8.2,8.3,182.0,166.0,224.0,13.0,11.0,60.0,46.0,36.0,655.0,0.0,6073.574531662096
295622,421771,2018-11-22,1476397160,97,1,151,Milk,Insemination,22578.0,940.0,4.59,4.51,3.52,3.45,4.59,4.52,8.2,8.2,207.0,188.0,130.0,25.0,12.0,70.0,61.0,16.0,844.0,0.0,6137.575329491331
295623,421772,2018-11-22,1476397162,97,1,209,Milk,Not for Insemination,20114.0,633.0,3.21,3.29,2.68,2.73,3.34,3.35,10.2,9.6,318.0,152.0,244.0,34.0,19.0,46.0,58.0,34.0,877.0,0.0,3206.7668740022173
295624,421773,2018-11-22,1476397164,97,1,104,Milk,Not for Insemination,19785.0,824.0,4.12,3.8,2.91,2.91,4.65,4.72,8.9,8.3,172.0,162.0,974.0,343.0,5.0,67.0,23.0,215.0,334.0,0.0,4817.08535430432
295626,421775,2018-11-22,1476397166,97,1,87,Milk,Not for Insemination,7106.0,674.0,5.01,3.2,2.99,2.35,3.67,3.12,12.5,11.7,211.0,159.0,212.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3400.661548317973
295628,421777,2018-11-22,1476397168,97,1,39,Milk,Not for Insemination,5668.0,236.0,3.37,4.08,3.5,3.49,4.29,4.41,11.9,9.5,162.0,163.0,178.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1706.839715643543
295629,421779,2018-11-22,1476397170,97,1,64,Milk,Not for Insemination,14617.0,609.0,4.02,3.63,3.21,2.93,4.43,3.96,9.4,10.0,237.0,217.0,286.0,12.0,19.0,49.0,60.0,30.0,940.0,0.0,4228.6747795411975
295631,421781,2018-11-22,1476397172,97,1,41,Milk,Fresh (Calving),10837.0,451.0,4.27,3.92,3.4,3.28,4.23,4.32,10.2,10.0,240.0,242.0,199.0,13.0,11.0,60.0,44.0,32.0,658.0,0.0,3535.852415990596
295633,421783,2018-11-22,1476397174,97,1,85,Milk,Not for Insemination,1493.0,177.0,6.4,3.95,3.23,3.35,3.99,4.06,9.5,10.3,161.0,172.0,109.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1485.9290039960767
295635,421785,2018-11-22,1476397176,97,1,58,Milk,Not for Insemination,14698.0,612.0,3.82,4.02,3.14,3.18,4.64,4.56,9.6,9.6,207.0,220.0,210.0,-5.0,12.0,58.0,45.0,36.0,694.0,0.0,5112.876691397524
295712,421883,2018-11-22,1476397283,97,1,22,Milk,Fresh (Calving),4714.0,559.0,3.64,5.13,2.71,2.58,4.81,4.63,8.7,9.3,141.0,329.0,458.0,157.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2332.877652926815
296857,423298,2018-11-23,1476397118,97,3,256,Milk,Not for Insemination,6345.0,779.0,4.31,4.14,3.16,3.16,4.46,4.49,10.8,10.3,134.0,190.0,62.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6010.708474610789
296859,423300,2018-11-23,1476397120,97,2,93,Milk,Not for Insemination,6140.0,747.0,3.84,4.26,2.98,3.18,4.07,4.23,13.9,11.1,226.0,239.0,287.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4420.388081558263
296861,423304,2018-11-23,1476397124,97,2,338,Milk,Not for Insemination,7550.0,930.0,4.66,4.74,3.44,3.61,4.66,4.61,8.5,8.3,152.0,151.0,303.0,53.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,8802.90657848872
296862,423307,2018-11-23,1476397128,97,4,440,Milk,Not for Insemination,6877.0,833.0,3.74,4.05,3.23,3.26,4.53,4.59,9.9,9.9,130.0,132.0,71.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6672.904336918053
296864,423309,2018-11-23,1476397130,97,5,137,Milk,Not for Insemination,5017.0,613.0,3.84,3.34,3.46,3.08,4.03,3.46,10.2,10.2,126.0,206.0,147.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3642.090931342989
296868,423316,2018-11-23,1476397138,97,2,450,Milk,Not for Insemination,6818.0,825.0,3.35,3.83,3.15,3.27,4.36,4.38,10.1,10.8,134.0,137.0,181.0,14.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4194.549116023704
296869,423318,2018-11-23,1476397140,97,2,397,Milk,Not for Insemination,7642.0,933.0,5.3,5.19,3.54,3.51,4.55,4.61,8.7,9.1,126.0,136.0,300.0,52.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5629.707986178054
296870,423320,2018-11-23,1476397142,97,2,303,Milk,Not for Insemination,6121.0,748.0,4.32,4.33,3.19,3.18,4.57,4.55,9.6,9.8,127.0,132.0,191.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4735.440264691572
296872,423324,2018-11-23,1476397146,97,1,359,Milk,Not for Insemination,8685.0,1063.0,4.9,4.83,3.54,3.55,4.74,4.7,8.4,8.8,198.0,173.0,311.0,18.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6785.35856801213
296874,423326,2018-11-23,1476397148,97,1,521,Milk,Not for Insemination,7989.0,988.0,4.44,4.22,3.33,3.37,4.57,4.53,10.1,10.2,169.0,152.0,173.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,8827.462296796088
296876,423328,2018-11-23,1476397150,97,1,449,Milk,Not for Insemination,7985.0,952.0,4.3,4.39,3.35,3.25,4.76,4.85,8.8,8.8,136.0,142.0,190.0,53.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,7517.247647657313
296878,423330,2018-11-23,1476397152,97,1,404,Milk,Not for Insemination,9696.0,1194.0,4.16,4.34,3.27,3.44,4.68,4.69,8.6,8.6,216.0,177.0,151.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6514.906761840105
296880,423332,2018-11-23,1476397154,97,4,164,Milk,Insemination,7478.0,924.0,2.13,2.22,1.92,1.97,3.34,2.93,15.1,14.0,229.0,208.0,129.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2979.21376008176
296881,423334,2018-11-23,1476397156,97,2,212,Milk,Not for Insemination,8520.0,1034.0,4.29,4.53,3.63,3.53,4.52,4.59,8.4,8.3,163.0,171.0,124.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5514.725611502835
296882,423335,2018-11-23,1476397158,97,1,309,Milk,Not for Insemination,8321.0,1017.0,4.47,4.26,3.14,3.11,4.72,4.87,8.4,8.2,170.0,174.0,147.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6492.205342120619
296884,423337,2018-11-23,1476397160,97,1,152,Milk,Insemination,8358.0,1030.0,4.38,4.49,3.53,3.43,4.54,4.54,7.9,8.1,178.0,179.0,63.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,8017.454081483768
296885,423338,2018-11-23,1476397162,97,1,210,Milk,Not for Insemination,5721.0,703.0,4.31,3.21,3.17,2.68,4.1,3.34,9.1,9.6,255.0,155.0,84.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,4418.09027339966
296886,423339,2018-11-23,1476397164,97,1,105,Milk,Not for Insemination,9955.0,1207.0,3.96,3.8,2.86,2.9,4.7,4.74,8.9,8.2,219.0,170.0,874.0,399.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,8185.572652862673
296889,423343,2018-11-23,1476397168,97,1,40,Milk,Not for Insemination,3365.0,190.0,3.4,3.94,3.62,3.53,4.12,4.41,11.1,9.2,129.0,160.0,200.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1039.0134504789253
296891,423347,2018-11-23,1476397172,97,1,42,Milk,Fresh (Calving),8949.0,615.0,2.88,3.96,2.79,3.3,4.01,4.25,10.5,10.0,229.0,264.0,172.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3423.0760588605763
296894,423351,2018-11-23,1476397176,97,1,59,Milk,Not for Insemination,7933.0,573.0,3.52,4.2,3.08,3.18,4.57,4.61,9.7,9.5,183.0,223.0,170.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3062.934660128623
380170,524662,2019-01-27,1476397224,97,2,222,Milk,Pregnant,12272.0,1410.0,3.37,3.68,3.06,2.98,4.54,4.51,10.5,10.3,200.0,195.0,151.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6620.834439784126
380172,524664,2019-01-27,1476397227,97,1,551,Milk,Not for Insemination,11904.0,709.0,4.63,4.41,3.35,3.33,4.15,4.08,10.5,10.5,188.0,172.0,143.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,883000.0,4371.046321228507
380173,524666,2019-01-27,1476397229,97,3,290,Milk,Not for Insemination,12008.0,714.0,3.98,3.18,2.86,2.27,4.25,3.45,13.4,13.5,198.0,183.0,991.0,570.0,-1.0,-1.0,-1.0,-1.0,-1.0,805500.0,3914.124280628258
380175,524668,2019-01-27,1476397231,97,1,617,Milk,Not for Insemination,9557.0,573.0,3.91,3.68,3.16,3.0,4.43,4.03,11.5,10.8,138.0,133.0,104.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,733500.0,3936.8629526267673
380177,524670,2019-01-27,1476397233,97,2,311,Milk,Not for Insemination,14338.0,859.0,3.9,4.1,3.38,3.51,4.58,4.47,9.5,9.5,137.0,134.0,174.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,815500.0,5070.035560338287
380179,524672,2019-01-27,1476397235,97,6,251,Milk,Not for Insemination,6113.0,362.0,3.86,3.87,3.38,3.39,4.02,4.02,12.2,13.0,138.0,150.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,821000.0,2072.0587992700766
380180,524674,2019-01-27,1476397237,97,3,370,Milk,Not for Insemination,11009.0,661.0,4.45,4.52,3.24,3.28,4.83,4.74,9.4,9.7,133.0,138.0,205.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,851500.0,5458.796202380318
380182,524676,2019-01-27,1476397239,97,4,46,Milk,Fresh (Calving),15096.0,1740.0,4.49,3.88,2.65,2.72,4.19,4.39,9.2,9.0,213.0,275.0,83.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,8542.42648197219
380184,524678,2019-01-27,1476397241,97,3,422,Milk,Not for Insemination,6193.0,368.0,4.51,4.31,2.87,3.13,4.23,4.09,12.3,10.9,129.0,136.0,225.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,735500.0,1753.8549876690026
380186,524680,2019-01-27,1476397243,97,3,312,Milk,Not for Insemination,10605.0,635.0,3.75,3.82,3.31,3.27,4.32,4.38,11.3,11.3,129.0,131.0,197.0,61.0,-1.0,-1.0,-1.0,-1.0,-1.0,806000.0,5028.515299684143
380188,524682,2019-01-27,1476397245,97,3,250,Milk,Not for Insemination,16289.0,1392.0,3.33,3.92,3.1,3.18,4.52,4.5,9.8,9.5,283.0,208.0,145.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,8635.807955331531
380190,524684,2019-01-27,1476397247,97,2,461,Milk,Not for Insemination,11096.0,665.0,3.4,4.16,2.93,3.14,4.22,4.29,12.4,11.7,148.0,130.0,540.0,291.0,-1.0,-1.0,-1.0,-1.0,-1.0,830500.0,4320.228773035358
380191,524686,2019-01-27,1476397249,97,3,113,Milk,Insemination,8652.0,996.0,4.1,4.98,2.6,2.87,4.56,4.53,10.6,10.3,150.0,163.0,161.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,5279.833053327075
380192,524688,2019-01-27,1476397251,97,3,94,Milk,Insemination,9275.0,1065.0,3.77,4.07,2.77,2.73,4.79,4.63,9.7,9.5,208.0,225.0,82.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,7432.830221787713
380194,524690,2019-01-27,1476397253,97,2,341,Milk,Not for Insemination,14478.0,869.0,3.82,3.99,2.83,2.95,4.92,4.78,9.2,9.4,129.0,132.0,205.0,28.0,-1.0,-1.0,-1.0,-1.0,-1.0,690500.0,4531.578965940375
380196,524692,2019-01-27,1476397255,97,2,366,Milk,Not for Insemination,9286.0,553.0,3.67,3.49,3.05,3.02,4.39,3.98,12.2,11.4,127.0,139.0,199.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,877000.0,3575.592183257999
380197,524694,2019-01-27,1476397257,97,2,386,Milk,Not for Insemination,10640.0,639.0,3.73,3.97,3.24,3.25,4.07,4.07,11.6,10.7,130.0,127.0,161.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,767500.0,5138.841453301639
380198,524696,2019-01-27,1476397259,97,2,298,Milk,Not for Insemination,11871.0,708.0,3.79,3.89,3.24,3.39,4.21,4.17,10.2,10.2,127.0,136.0,177.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,902000.0,6178.675033953926
380200,524698,2019-01-27,1476397261,97,2,271,Milk,Not for Insemination,11121.0,662.0,4.49,3.85,3.23,3.39,4.45,4.27,9.1,9.4,127.0,133.0,178.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,756500.0,3433.156099015703
380201,524700,2019-01-27,1476397263,97,2,358,Milk,Not for Insemination,11168.0,666.0,3.58,3.61,3.05,3.12,4.36,4.26,11.5,11.7,130.0,131.0,234.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,773500.0,3347.296999046969
380202,524702,2019-01-27,1476397265,97,1,639,Milk,Not for Insemination,11269.0,671.0,4.07,3.93,3.17,3.15,4.42,4.31,9.6,10.1,129.0,136.0,188.0,12.0,-1.0,-1.0,-1.0,-1.0,-1.0,963000.0,3459.900237907322
380204,524704,2019-01-27,1476397267,97,2,250,Milk,Pregnant,13165.0,793.0,3.91,4.01,3.23,3.33,4.6,4.55,10.3,10.1,130.0,133.0,219.0,27.0,-1.0,-1.0,-1.0,-1.0,-1.0,640000.0,6742.911723558205
380205,524705,2019-01-27,1476397269,97,2,227,Milk,Pregnant,11059.0,656.0,3.42,3.28,3.15,2.87,4.34,4.03,12.8,10.3,132.0,144.0,113.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,763500.0,3425.79034938413
380207,524707,2019-01-27,1476397271,97,1,584,Milk,Not for Insemination,11328.0,672.0,4.64,4.57,3.11,3.04,4.63,4.45,9.9,10.0,130.0,136.0,120.0,11.0,-1.0,-1.0,-1.0,-1.0,-1.0,841000.0,3474.376589022418
380209,524709,2019-01-27,1476397273,97,2,170,Milk,Pregnant,12783.0,765.0,4.06,4.15,3.29,3.32,4.43,4.38,12.6,9.8,168.0,167.0,168.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,671500.0,4293.870373937965
380211,524711,2019-01-27,1476397275,97,2,87,Milk,Not for Insemination,18638.0,2137.0,3.02,2.54,2.78,2.3,4.68,3.96,9.0,9.1,263.0,269.0,95.0,19.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,8607.626181792719
380213,524713,2019-01-27,1476397277,97,1,71,Milk,Not for Insemination,7867.0,497.0,3.49,3.22,3.18,3.01,4.23,3.82,9.9,10.7,226.0,224.0,187.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,692000.0,3269.088835347808
380215,524716,2019-01-27,1476397281,97,1,89,Milk,Insemination,13092.0,791.0,3.71,3.87,3.33,3.13,4.64,4.44,10.0,9.8,157.0,167.0,95.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,631500.0,4015.087618976042
380217,524718,2019-01-27,1476397283,97,1,88,Milk,Not for Insemination,5506.0,324.0,4.32,4.2,2.97,3.07,4.71,4.56,8.9,8.8,150.0,202.0,226.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,566000.0,1796.736845181844
380218,524720,2019-01-27,1476397285,97,1,44,Milk,Fresh (Calving),12279.0,772.0,5.21,3.44,3.03,2.79,4.64,3.92,10.7,9.8,283.0,219.0,173.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,542500.0,3458.421833979281
416284,567041,2019-02-23,1476397294,97,2,223,Milk,Not for Insemination,22360.0,931.0,4.23,4.14,3.28,3.26,4.56,4.45,12.5,9.9,152.0,147.0,684.0,302.0,-1.0,-1.0,-1.0,-1.0,-1.0,698500.0,4857.5177257843
416285,567043,2019-02-23,1476397296,97,2,355,Milk,Not for Insemination,18678.0,778.0,4.18,3.89,3.04,3.0,4.53,4.22,10.2,10.2,177.0,159.0,188.0,25.0,7.0,71.0,34.0,45.0,495.0,739000.0,5385.089787788596
416286,567045,2019-02-23,1476397298,97,3,272,Milk,Pregnant,16930.0,705.0,3.78,3.73,3.19,3.18,4.0,4.01,16.0,13.4,183.0,167.0,159.0,5.0,8.0,112.0,62.0,18.0,899.0,783000.0,4559.508179886806
416289,567049,2019-02-23,1476397302,97,2,322,Milk,Not for Insemination,20522.0,855.0,4.32,4.26,3.2,3.21,4.04,4.01,10.5,10.1,155.0,145.0,151.0,9.0,8.0,120.0,74.0,15.0,959.0,675000.0,4181.450439568859
416290,567051,2019-02-23,1476397304,97,2,223,Milk,Pregnant,16432.0,684.0,4.33,4.18,3.06,3.04,4.43,4.5,12.0,11.1,189.0,168.0,146.0,1.0,11.0,82.0,63.0,18.0,904.0,817000.0,4939.572749472068
416292,567053,2019-02-23,1476397306,97,2,363,Milk,Not for Insemination,22092.0,920.0,3.83,3.74,2.92,2.96,4.65,4.64,11.2,10.6,141.0,135.0,206.0,47.0,-1.0,-1.0,-1.0,-1.0,-1.0,820000.0,4923.75748062483
416294,567056,2019-02-23,1476397310,97,2,207,Milk,Not for Insemination,18457.0,769.0,4.37,3.97,3.13,2.89,4.68,4.26,10.3,9.9,132.0,142.0,181.0,12.0,9.0,71.0,46.0,33.0,643.0,687000.0,5702.339733512314
416296,567058,2019-02-23,1476397312,97,3,413,Milk,Not for Insemination,14446.0,601.0,3.96,3.91,3.02,3.09,4.58,4.63,12.3,11.1,150.0,154.0,138.0,6.0,-1.0,-1.0,-1.0,-1.0,-1.0,872000.0,3666.294006739247
416297,567059,2019-02-23,1476397314,97,3,433,Milk,Not for Insemination,18543.0,772.0,3.37,3.39,2.65,2.8,4.01,3.85,12.8,12.5,136.0,144.0,261.0,40.0,7.0,71.0,34.0,52.0,496.0,877000.0,3976.746666596767
416299,567061,2019-02-23,1476397316,97,3,153,Milk,Pregnant,14673.0,611.0,3.56,3.47,3.16,3.18,4.4,4.33,10.3,10.2,168.0,160.0,119.0,-5.0,-1.0,-1.0,-1.0,-1.0,-1.0,846000.0,3896.921088239496
416301,567063,2019-02-23,1476397318,97,2,389,Milk,Not for Insemination,18466.0,769.0,3.72,3.69,3.09,2.91,4.7,4.56,10.2,10.0,148.0,133.0,156.0,21.0,15.0,67.0,66.0,18.0,1009.0,0.0,4954.530970423533
416303,567065,2019-02-23,1476397320,97,1,678,Milk,Not for Insemination,19289.0,803.0,4.76,5.2,3.29,3.29,4.53,4.53,9.5,9.2,180.0,163.0,156.0,-6.0,8.0,88.0,49.0,28.0,706.0,0.0,4538.225247488185
416305,567069,2019-02-23,1476397324,97,2,260,Milk,Not for Insemination,20584.0,857.0,4.39,4.54,3.11,3.22,4.89,4.91,10.1,9.6,168.0,172.0,155.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,716000.0,5346.594785946628
416307,567071,2019-02-23,1476397326,97,1,418,Milk,Not for Insemination,16131.0,672.0,4.81,3.91,3.1,3.05,4.33,4.23,13.7,12.4,148.0,158.0,414.0,172.0,12.0,78.0,65.0,16.0,938.0,793000.0,4435.96814791831
416309,567073,2019-02-23,1476397328,97,1,416,Milk,Not for Insemination,22967.0,956.0,4.29,4.26,2.82,2.82,4.3,4.15,10.2,9.6,202.0,172.0,177.0,-2.0,7.0,93.0,45.0,31.0,649.0,0.0,6811.468413130904
416311,567075,2019-02-23,1476397330,97,1,373,Milk,Not for Insemination,17287.0,720.0,4.35,4.32,3.16,3.08,4.68,4.49,9.3,9.1,153.0,136.0,150.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,733500.0,4938.822289680882
416312,567076,2019-02-23,1476397332,97,1,259,Milk,Not for Insemination,13008.0,549.0,3.76,4.11,3.22,3.23,4.13,4.19,11.5,10.2,148.0,130.0,135.0,0.0,11.0,85.0,62.0,16.0,934.0,757000.0,3904.3633484054026
416314,567078,2019-02-23,1476397334,97,1,188,Milk,Not for Insemination,14701.0,612.0,3.76,3.84,3.06,3.07,4.17,4.06,10.6,9.9,145.0,142.0,143.0,7.0,8.0,98.0,51.0,22.0,781.0,753000.0,3314.592263009072
416315,567080,2019-02-23,1476397336,97,1,186,Milk,Pregnant,17011.0,708.0,3.74,3.45,2.69,2.78,4.77,4.6,9.8,9.6,131.0,136.0,138.0,9.0,9.0,74.0,46.0,21.0,666.0,725000.0,4461.466992931215
416317,567082,2019-02-23,1476397338,97,1,115,Milk,Insemination,18970.0,790.0,3.83,4.05,3.1,3.07,4.57,4.68,10.2,9.8,152.0,172.0,170.0,17.0,16.0,46.0,51.0,23.0,730.0,675500.0,5047.141145077244
416319,567084,2019-02-23,1476397340,97,1,100,Milk,Not for Insemination,20258.0,859.0,4.45,4.27,3.03,2.96,4.86,4.74,8.0,7.9,138.0,144.0,144.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,612500.0,3881.8273881518135
416321,567088,2019-02-23,1476397344,97,1,102,Milk,Insemination,19320.0,805.0,3.24,3.09,3.14,3.27,4.4,4.32,9.4,8.9,153.0,141.0,280.0,29.0,7.0,82.0,40.0,42.0,574.0,450500.0,5316.480052594766
416323,567090,2019-02-23,1476397346,97,1,36,Milk,Fresh (Calving),6097.0,254.0,3.55,3.56,2.69,3.01,3.92,4.31,12.8,10.5,266.0,194.0,948.0,194.0,10.0,32.0,22.0,254.0,321.0,529000.0,1975.3342973331528
416325,567092,2019-02-23,1476397348,97,1,29,Milk,Fresh (Calving),11293.0,470.0,3.0,2.93,3.33,3.25,4.3,4.28,11.6,10.9,280.0,292.0,478.0,175.0,11.0,61.0,47.0,34.0,670.0,546000.0,3069.375847435332
416326,567094,2019-02-23,1476397350,97,1,36,Milk,Fresh (Calving),36343.0,1514.0,3.95,3.97,2.71,2.7,4.75,4.8,9.0,8.3,259.0,260.0,150.0,-38.0,12.0,70.0,58.0,20.0,835.0,0.0,10621.23480635343
417643,568630,2019-02-24,1476397294,97,2,224,Milk,Not for Insemination,6167.0,765.0,2.73,4.1,2.94,3.27,3.88,4.46,15.5,10.2,147.0,157.0,888.0,419.0,-1.0,-1.0,-1.0,-1.0,-1.0,691000.0,4619.311654965187
417644,568632,2019-02-24,1476397296,97,2,356,Milk,Not for Insemination,9227.0,1107.0,3.65,3.87,3.1,3.17,4.48,4.41,9.7,10.3,183.0,197.0,188.0,32.0,-1.0,-1.0,-1.0,-1.0,-1.0,762000.0,8133.301744816145
417645,568634,2019-02-24,1476397298,97,3,273,Milk,Pregnant,6548.0,810.0,3.63,3.65,3.56,3.16,4.11,4.02,11.7,13.1,142.0,170.0,143.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,766000.0,6789.47001876179
417648,568638,2019-02-24,1476397302,97,2,323,Milk,Not for Insemination,7068.0,872.0,4.17,4.21,2.98,3.13,4.04,3.93,10.2,10.3,156.0,145.0,96.0,-36.0,-1.0,-1.0,-1.0,-1.0,-1.0,673000.0,6078.176137025823
417649,568640,2019-02-24,1476397304,97,2,224,Milk,Pregnant,7429.0,903.0,4.18,4.31,3.1,3.11,4.35,4.63,11.5,10.7,167.0,157.0,53.0,-53.0,-1.0,-1.0,-1.0,-1.0,-1.0,836000.0,5024.017798678603
417651,568642,2019-02-24,1476397306,97,2,364,Milk,Not for Insemination,8851.0,1085.0,3.81,3.59,2.95,2.92,4.61,4.58,10.0,10.4,129.0,133.0,175.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,863000.0,8019.175371508557
417653,568645,2019-02-24,1476397310,97,2,208,Milk,Not for Insemination,6671.0,822.0,4.46,3.74,3.11,2.78,4.53,4.09,11.1,10.0,196.0,143.0,164.0,-6.0,-1.0,-1.0,-1.0,-1.0,-1.0,687000.0,4570.385958753802
417655,568648,2019-02-24,1476397314,97,3,434,Milk,Not for Insemination,7673.0,959.0,3.39,3.22,2.81,2.67,3.96,3.72,11.9,11.8,133.0,145.0,250.0,45.0,-1.0,-1.0,-1.0,-1.0,-1.0,924000.0,4052.057614703269
417657,568650,2019-02-24,1476397316,97,3,154,Milk,Pregnant,6691.0,830.0,2.96,3.31,3.13,3.19,4.21,4.29,10.8,10.4,145.0,165.0,44.0,-52.0,-1.0,-1.0,-1.0,-1.0,-1.0,839000.0,4165.328026149991
417659,568652,2019-02-24,1476397318,97,2,390,Milk,Not for Insemination,5875.0,720.0,3.49,3.73,2.9,3.01,4.89,4.63,9.4,9.7,129.0,132.0,180.0,48.0,-1.0,-1.0,-1.0,-1.0,-1.0,772000.0,3382.7241446001626
417661,568654,2019-02-24,1476397320,97,1,679,Milk,Not for Insemination,8190.0,1015.0,4.67,5.18,3.35,3.4,4.43,4.77,9.6,9.1,180.0,147.0,156.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,838000.0,6458.970440363882
417663,568658,2019-02-24,1476397324,97,2,261,Milk,Not for Insemination,8990.0,1102.0,4.54,4.44,3.33,3.15,4.85,4.74,9.7,9.9,185.0,179.0,130.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,763000.0,8780.026694967406
417665,568660,2019-02-24,1476397326,97,1,419,Milk,Not for Insemination,4699.0,576.0,4.34,3.85,3.13,3.05,4.41,4.26,9.7,12.5,126.0,162.0,133.0,-16.0,-1.0,-1.0,-1.0,-1.0,-1.0,800000.0,4207.202645025051
